Date,Open,High,Low,Close,Adj Close,Volume,Log Returns,RSI,ATR
2009-01-02,19.953332901000977,20.023332595825195,19.663333892822266,19.996667861938477,16.673437118530273,4731600,,18.623427223241762,0.0
2009-01-05,19.753332138061523,20.0,19.639999389648438,19.946666717529297,16.63174057006836,4879200,-0.0025039091901381907,18.623427223241762,0.0
2009-01-06,19.98666763305664,20.226667404174805,19.81333351135254,20.136667251586914,16.790176391601562,5550900,0.009481024593962278,18.623427223241762,0.0
2009-01-07,19.833332061767578,20.280000686645508,19.753332138061523,19.85333251953125,16.553922653198242,5872800,-0.014170884728979205,18.623427223241762,0.0
2009-01-08,19.739999771118164,20.420000076293945,19.586666107177734,20.363332748413086,16.979164123535156,5295000,0.025363860494633135,18.623427223241762,0.0
2009-01-09,20.293333053588867,20.47333335876465,19.706666946411133,19.799999237060547,16.509450912475586,4912800,-0.02805395304994931,18.623427223241762,0.0
2009-01-12,19.719999313354492,20.1299991607666,19.309999465942383,19.540000915527344,16.29265594482422,5106300,-0.01321854875366835,18.623427223241762,0.0
2009-01-13,19.356666564941406,19.886667251586914,19.26333236694336,19.549999237060547,16.301000595092773,5241600,0.0005120413808532312,18.623427223241762,0.0
2009-01-14,19.19333267211914,19.21666717529297,18.433332443237305,18.616666793823242,15.522781372070312,7914000,-0.04891778131423956,18.623427223241762,0.0
2009-01-15,18.549999237060547,19.06333351135254,18.106666564941406,18.780000686645508,15.658958435058594,8575800,0.008734466363032751,18.623427223241762,0.0
2009-01-16,19.049999237060547,19.31333351135254,18.67333221435547,19.126667022705078,15.948022842407227,5251800,0.018291684644062566,18.623427223241762,0.0
2009-01-20,19.19333267211914,19.333332061767578,18.170000076293945,18.376667022705078,15.322665214538574,7696200,-0.040001743024640594,18.623427223241762,0.0
2009-01-21,18.746667861938477,18.80666732788086,17.709999084472656,18.47333335876465,15.403264999389648,8996400,0.005246381096507729,18.623427223241762,0.0
2009-01-22,16.09000015258789,16.53333282470703,15.649999618530273,16.066667556762695,13.396560668945312,29540400,-0.13958149237962972,18.623427223241762,0.0
2009-01-23,15.75,16.049999237060547,15.50333309173584,15.65666675567627,13.05470085144043,10248900,-0.025849720108988134,17.528728685310654,13.243810381208148
