Date,Open,High,Low,Close,Adj Close,Volume,Log Returns,RSI,ATR
2009-01-02,37.380001068115234,37.75,36.279998779296875,37.27000045776367,33.603271484375,2065500,,48.79559885421563,0.0
2009-01-05,37.13999938964844,38.59000015258789,36.41999816894531,38.119998931884766,34.36963653564453,2023400,0.02255008792328065,48.79559885421563,0.0
2009-01-06,38.43000030517578,38.79999923706055,36.779998779296875,37.970001220703125,34.23440170288086,1971000,-0.003942479521627721,48.79559885421563,0.0
2009-01-07,37.4900016784668,37.65999984741211,36.52000045776367,36.689998626708984,33.080326080322266,1635000,-0.034292308805239216,48.79559885421563,0.0
2009-01-08,36.5099983215332,37.060001373291016,35.7400016784668,36.650001525878906,33.044281005859375,1884100,-0.0010902167777298122,48.79559885421563,0.0
2009-01-09,36.650001525878906,37.310001373291016,35.81999969482422,36.88999938964844,33.26066207885742,1591500,0.006526869071411529,48.79559885421563,0.0
2009-01-12,36.9900016784668,36.9900016784668,34.9900016784668,35.22999954223633,31.76396942138672,2125800,-0.04604276937486918,48.79559885421563,0.0
2009-01-13,35.27000045776367,35.88999938964844,33.79999923706055,34.349998474121094,30.970537185668945,3429400,-0.02529627116058389,48.79559885421563,0.0
2009-01-14,33.84000015258789,34.189998626708984,32.290000915527344,32.439998626708984,29.248456954956055,2667000,-0.05720952058085141,48.79559885421563,0.0
2009-01-15,32.400001525878906,32.439998626708984,30.489999771118164,31.649999618530273,28.536182403564453,4938200,-0.024653978522564936,48.79559885421563,0.0
2009-01-16,32.439998626708984,33.7599983215332,31.850000381469727,33.279998779296875,30.005807876586914,2932200,0.0502181187240603,48.79559885421563,0.0
2009-01-20,33.13999938964844,33.790000915527344,31.780000686645508,31.969999313354492,28.824695587158203,2833400,-0.040158453434808526,48.79559885421563,0.0
2009-01-21,32.369998931884766,33.79999923706055,31.940000534057617,33.7599983215332,30.438589096069336,2556600,0.05447867621672611,48.79559885421563,0.0
2009-01-22,33.119998931884766,35.70000076293945,33.119998931884766,35.310001373291016,31.836103439331055,4284300,0.04488979247617754,48.79559885421563,0.0
2009-01-23,34.7400016784668,37.29999923706055,34.130001068115234,37.150001525878906,33.495079040527344,3270800,0.050797559659162245,54.3792668300617,25.243570600237167
2009-01-26,37.36000061035156,38.40999984741211,36.40999984741211,36.880001068115234,33.25165557861328,2580100,-0.0072939760280937545,53.45811117333866,23.583315557363083
2009-01-27,37.060001373291016,39.15999984741211,37.040000915527344,38.93000030517578,35.099952697753906,3127200,0.05409522512828904,59.12049539464409,22.061650073215496
2009-01-28,39.66999816894531,42.279998779296875,39.66999816894531,41.369998931884766,37.299896240234375,3764400,0.06079076205417399,64.63551544341634,20.725103530423038
2009-01-29,41.13999938964844,41.189998626708984,39.13999938964844,39.689998626708984,35.78517150878906,3503100,-0.0414569409472356,58.75773472740875,19.391167509468573
2009-01-30,39.939998626708984,40.0099983215332,37.59000015258789,37.93000030517578,34.198341369628906,3027500,-0.04535645900708348,53.29043553946651,18.178941128002627
2009-02-02,36.720001220703125,41.54999923706055,36.060001373291016,40.130001068115234,36.18191146850586,7410400,0.056382165829602905,58.489950619082016,17.272588037700263
2009-02-03,40.45000076293945,43.22999954223633,39.91999816894531,42.540000915527344,38.35478591918945,4455900,0.05832000507565066,63.308283665540856,16.27526041881389
2009-02-04,42.560001373291016,43.02000045776367,41.25,41.939998626708984,37.81381607055664,3563600,-0.01420477547656152,61.39747506724899,15.239170421596016
2009-02-05,41.9900016784668,44.7599983215332,41.9900016784668,44.66999816894531,40.27522659301758,3677600,0.06306201483577914,66.37101972549048,14.352086798255174
2009-02-06,44.2400016784668,45.470001220703125,44.16999816894531,44.54999923706055,40.16704559326172,2983900,-0.002689657117659596,65.96872897486315,13.41979510207679
