Date,Open,High,Low,Close,Adj Close,Volume,Log Returns,RSI,ATR
2009-01-02,8.197251319885254,8.722716331481934,8.124494552612305,8.674212455749512,3.918774127960205,3766912,,24.8209434120419,0.0
2009-01-05,8.649959564208984,9.02182674407959,8.407437324523926,8.860145568847656,4.002773284912109,7949086,0.021208559676414548,24.8209434120419,0.0
2009-01-06,8.981407165527344,9.054162979125977,8.714632034301758,8.868229866027832,4.00642728805542,7058817,0.0009124514646718135,24.8209434120419,0.0
2009-01-07,8.722716331481934,8.916733741760254,8.4721097946167,8.649959564208984,3.907818078994751,7792976,-0.02492071140198331,24.8209434120419,0.0
2009-01-08,8.164915084838867,8.261923789978027,7.793047904968262,8.084074020385742,3.6521661281585693,10653786,-0.0676587308382158,24.8209434120419,0.0
2009-01-09,7.825384140014648,7.89005708694458,7.6394500732421875,7.736458778381348,3.495121955871582,8572905,-0.043952181875426065,24.8209434120419,0.0
2009-01-12,7.898140907287598,7.898140907287598,7.227161884307861,7.308002948760986,3.30155873298645,4903592,-0.056973569178169196,24.8209434120419,0.0
2009-01-13,7.3403401374816895,7.405012130737305,6.928051948547363,7.0735650062561035,3.1956443786621094,9461071,-0.03260594932622516,24.8209434120419,0.0
2009-01-14,6.919968128204346,7.008892059326172,6.701697826385498,6.798707008361816,3.071471691131592,6500930,-0.039631926003607154,24.8209434120419,0.0
2009-01-15,6.758285999298096,7.3403401374816895,6.677444934844971,6.976555824279785,3.1518187522888184,9020946,0.025822842943027915,24.8209434120419,0.0
2009-01-16,7.089733123779297,7.275667190551758,6.903800010681152,7.089733123779297,3.202949285507202,6304371,0.01609236917065439,24.8209434120419,0.0
2009-01-20,7.0735650062561035,7.138237953186035,6.5885210037231445,6.645109176635742,3.0020809173583984,7157653,-0.0647663497353684,24.8209434120419,0.0
2009-01-21,6.806790828704834,7.016976833343506,6.556183815002441,6.944220066070557,3.1372106075286865,5357942,0.04402837622844939,24.8209434120419,0.0
2009-01-22,6.822958946228027,7.138237953186035,6.65319299697876,6.91188383102417,3.1226019859313965,4328510,-0.004667439448032989,24.8209434120419,0.0
2009-01-23,6.669361114501953,7.089733123779297,6.6127729415893555,6.91188383102417,3.1226019859313965,3489082,0.0,24.8209434120419,0.8592217649732318
2009-01-26,6.903800010681152,7.194826126098633,6.822958946228027,6.968472003936768,3.148165702819824,5001933,0.008153342548701837,26.24981169487151,0.824410723180187
2009-01-27,7.0978169441223145,7.186741828918457,6.879547119140625,7.105900764465332,3.2102537155151367,3787570,0.01953000645952101,29.742474181861297,0.7874667222228761
2009-01-28,7.316086769104004,7.5666937828063965,7.194826126098633,7.396927833557129,3.3417320251464844,3568745,0.04013926986079425,36.5906915805824,0.764132886231318
2009-01-29,7.210993766784668,7.299919128417969,6.798707008361816,6.822958946228027,3.082428216934204,3719906,-0.08077157448354699,30.31475895226984,0.7453528315045205
2009-01-30,6.758285999298096,6.895715236663818,6.305578231811523,6.402586936950684,2.8925156593322754,6551276,-0.0635910746551134,26.702425463721283,0.7342659867436473
2009-02-02,6.362166881561279,6.637024879455566,6.265158176422119,6.418755054473877,2.899820566177368,6064764,0.0025222675043060365,27.06244873974964,0.7083803236214902
2009-02-03,6.548099994659424,6.548099994659424,6.265158176422119,6.4510908126831055,2.9144279956817627,5882925,0.0050247113045356505,27.82587362379502,0.6779918589511913
2009-02-04,6.491511821746826,6.491511821746826,6.265158176422119,6.354082107543945,2.87060284614563,9141677,-0.015151514015017825,26.915637443860433,0.6457319865492995
2009-02-05,6.701697826385498,6.96038818359375,6.135811805725098,6.790622234344482,3.0678186416625977,9006968,0.06644471023500012,36.91623325856491,0.6585065859292534
2009-02-06,6.863379001617432,7.316086769104004,6.701697826385498,7.1544060707092285,3.2321665287017822,7711334,0.05218589543034802,43.815812813252165,0.6553553256999143
2009-02-09,7.0978169441223145,7.170574188232422,6.919968128204346,7.0735650062561035,3.1956443786621094,4115499,-0.01136391334465233,42.698199751627506,0.6264446638662117
2009-02-10,7.008892059326172,7.138237953186035,6.604689121246338,6.661276817321777,3.009384870529175,5015293,-0.060053055030846576,37.45160172775529,0.6198092473000321
2009-02-11,6.717865943908691,6.879547119140625,6.515764236450195,6.725949764251709,3.0386030673980713,5695024,0.009662196578838525,38.723584478213006,0.6015216498279177
2009-02-12,6.6127729415893555,6.847210884094238,6.402586936950684,6.831042766571045,3.0860800743103027,10395748,0.015503808705314471,40.82923745905353,0.5903146710647489
2009-02-13,6.750202178955078,6.895715236663818,6.523848056793213,6.580437183380127,2.9728639125823975,5208636,-0.037375932683986146,37.518332224940764,0.5747112788365959
2009-02-17,6.305578231811523,6.354082107543945,6.0468878746032715,6.224737167358398,2.8121678829193115,7727663,-0.05557009404106648,33.3806962844822,0.5556029184154586
2009-02-18,6.354082107543945,6.354082107543945,6.030718803405762,6.168148994445801,2.7866032123565674,5472983,-0.009132307000893387,32.761690382684776,0.5390143745385104
2009-02-19,6.232820987701416,6.467258930206299,6.135811805725098,6.176232814788818,2.790254831314087,4273835,0.0013095615670282981,32.952943731778845,0.5241881423915598
2009-02-20,6.063055992126465,6.4268388748168945,5.957962989807129,6.337913990020752,2.863297462463379,7163467,0.025840990537533814,36.82392056901902,0.5202372668642887
2009-02-23,6.903800010681152,7.227161884307861,6.410671234130859,6.5885210037231445,2.9765143394470215,9420002,0.038779011564512654,42.37725987735412,0.5465951688230616
2009-02-24,6.6936140060424805,7.186741828918457,6.4510908126831055,7.049313068389893,3.1846890449523926,10668878,0.06760172200687378,50.92017372616877,0.5600991579239395
2009-02-25,6.952303886413574,7.413095951080322,6.822958946228027,7.210993766784668,3.314751148223877,10622366,0.04002789925121394,55.37189592158152,0.5622447184188221
2009-02-26,6.685530185699463,7.0978169441223145,6.135811805725098,6.257073879241943,2.876254081726074,12742708,-0.1418937709307308,41.65412236796288,0.5907990341315646
